ID,Brand,Hue,1003,1007,1011,1014,1018,1022,1026,1030,1034,1038,1041,1045,1049,1053,1057,1061,1065,1068,1072,1076,1080,1084,1088,1092,1095,1099,1103,1107,1111,1115,1119,1122,1126,1130,1134,1138,1142,1146,1149,1153,1157,1161,1165,1169,1173,1176,1180,1184,1188,1192,1196,1200,1203,1207,1211,1215,1219,1223,1227,1230,1234,1238,1242,1246,1250,1254,1257,1261,1265,1269,1273,1277,1281,1284,1288,1292,1296,1300,1304,1308,1311,1315,1319,1323,1327,1331,1335,1338,1342,1346,1350,1354,1358,1362,1365,1369,1373,1377,1381,1385,1389,1392,1396,1400,1404,1408,1412,1416,1419,1423,1427,1431,1435,1439,1443,1446,1450,1454,1458,1462,1466,1470,1473,1477,1481,1485,1489,1493,1497,1500,1504,1508,1512,1516,1520,1524,1527,1531,1535,1539,1543,1547,1551,1554,1558,1562,1566,1570,1574,1578,1581,1585,1589,1593,1597,1601,1605,1608,1612,1616,1620,1624,1628,1632,1635,1639,1643,1647,1651,1655,1659,1662,1666,1670,1674,1678,1682,1686,1689,1693,1697,1701,1705,1709,1713,1716,1720,1724,1728,1732,1736,1740,1743,1747,1751
S1,DOC,opaque,0.05849891,0.06211963,0.06888776,0.08865985,0.1210959,0.1436104,0.14011,0.1193009,0.09525584,0.07938501,0.07534299,0.07722812,0.07769248,0.08247463,0.09453245,0.1112336,0.1245111,0.1299782,0.1282269,0.1237055,0.1277221,0.1498717,0.1625929,0.1457759,0.1261002,0.1184241,0.1201705,0.1311838,0.1497343,0.1663643,0.171973,0.1652465,0.1544768,0.1475184,0.1475723,0.1572157,0.1804072,0.2124545,0.246869,0.279266,0.3013781,0.3077849,0.3192122,0.3370993,0.3489529,0.3575863,0.3377927,0.2873786,0.2461851,0.2220709,0.2156967,0.2218347,0.2171141,0.1915535,0.1685852,0.1646453,0.1892146,0.2207244,0.2120761,0.1869998,0.1851446,0.2066282,0.2369406,0.2574068,0.2687261,0.2509267,0.2074738,0.1720985,0.1526257,0.141537,0.1304761,0.1181572,0.11603,0.1403664,0.1559593,0.1352968,0.1268008,0.1165195,0.09403717,0.07613706,0.0688263,0.07073422,0.0823853,0.1027092,0.1285221,0.1617959,0.1988081,0.1942338,0.1365165,0.09369238,0.07927671,0.08143267,0.09119268,0.09782083,0.0904479,0.08132533,0.08075052,0.08587682,0.08623133,0.08003299,0.07350113,0.06951714,0.06588746,0.06438775,0.06173449,0.052147,0.04424667,0.04394388,0.04786103,0.05005485,0.05910505,0.07854457,0.1013509,0.1231823,0.150021,0.1925951,0.2505587,0.2798441,0.2473445,0.2121042,0.1893758,0.1667796,0.147661,0.1380243,0.1318399,0.1354858,0.1734566,0.2239199,0.2028362,0.1586086,0.1605162,0.2381396,0.325977,0.3632516,0.3173347,0.2095284,0.1415199,0.1006783,0.07340554,0.06201921,0.06250255,0.06652749,0.07126433,0.07074081,0.05846164,0.04502596,0.04044079,0.03591364,0.03593437,0.04267309,0.05415386,0.06625681,0.07937217,0.09179319,0.1056041,0.1159843,0.1038837,0.07599866,0.05680929,0.04485876,0.03467639,0.0274689,0.02306692,0.02146791,0.02041199,0.01998258,0.02068341,0.02247113,0.02522611,0.02888572,0.03113094,0.03502551,0.04621605,0.07860453,0.1016812,0.07741444,0.05209399,0.04349595,0.04811392,0.0556535,0.07113945,0.08910827,0.1053426,0.1301343,0.1668473,0.2558421,0.3954044,0.5050005,0.5805268,0.5700998,0.4318486,0.2959017,0.1822366,0.1087113,0.06025409
S2,DOC,opaque,0.03868839,0.04132928,0.05124003,0.07607614,0.1142869,0.1436274,0.1413873,0.1167275,0.08659554,0.06374262,0.05753502,0.06115637,0.06228389,0.06887623,0.08675117,0.1089463,0.1261791,0.1306046,0.1255944,0.1181866,0.1216329,0.1490759,0.1663155,0.1451005,0.1270789,0.1263554,0.1337657,0.1462919,0.1661017,0.1898863,0.1996977,0.1921992,0.1795757,0.1704292,0.1740665,0.1905501,0.2205849,0.2625144,0.3053311,0.3464903,0.3744598,0.3777896,0.3885404,0.4093099,0.420448,0.4274803,0.4058716,0.3479766,0.3009669,0.2753642,0.2671192,0.2737339,0.268512,0.2382226,0.2137779,0.2132941,0.2422485,0.276411,0.2671577,0.2425817,0.2420392,0.2650874,0.298478,0.3191806,0.3300645,0.3124885,0.2658962,0.2290381,0.2096592,0.1965952,0.1843613,0.1720396,0.1691238,0.1920753,0.2077276,0.1867464,0.1781031,0.168237,0.1460302,0.1289815,0.120127,0.1180745,0.1276131,0.1479669,0.1732675,0.20629,0.2475965,0.2474522,0.187312,0.1397374,0.1226849,0.1240239,0.1344615,0.1424859,0.1332135,0.1216497,0.1213182,0.1265531,0.1248699,0.1162817,0.1068825,0.1008377,0.09509855,0.08844882,0.08182029,0.06881166,0.05843856,0.05726255,0.05822944,0.05816257,0.06913005,0.09338675,0.1196717,0.1450779,0.1793628,0.2337325,0.3088888,0.3460374,0.2984168,0.255096,0.2306556,0.202854,0.1753405,0.1599635,0.1508803,0.1529112,0.1991603,0.2643939,0.2326113,0.1715424,0.1719024,0.2604882,0.3612753,0.4069626,0.3622768,0.2424663,0.1594828,0.1073351,0.07339652,0.06004352,0.05992685,0.06464818,0.07089089,0.07102994,0.05487891,0.03769677,0.03314166,0.02952574,0.03019765,0.03779898,0.05248069,0.06910538,0.08577399,0.1009621,0.1187646,0.1336574,0.11898,0.08517331,0.06330992,0.05023697,0.03977642,0.0328572,0.02852738,0.02724986,0.02749516,0.0287676,0.03187747,0.03645055,0.03933205,0.04402693,0.04854745,0.05427725,0.06784644,0.1051322,0.1306237,0.10427,0.07936827,0.0729503,0.07784043,0.08668429,0.1066495,0.1311945,0.1525975,0.1840342,0.2273727,0.3305641,0.4995768,0.63341,0.727007,0.7162661,0.5427103,0.3761671,0.2362891,0.1470286,0.09079032
S3,DOC,opaque,0.08018325,0.08373667,0.09270091,0.1151504,0.1480575,0.1723647,0.1694136,0.1481635,0.1232009,0.1055213,0.1004836,0.1019423,0.1013515,0.1039938,0.1139256,0.1289654,0.1426351,0.1482568,0.147045,0.1422154,0.1435162,0.1684455,0.1830281,0.1607186,0.1416645,0.1375112,0.1392034,0.1474133,0.1629563,0.1790307,0.1836452,0.1756004,0.1649344,0.1585259,0.1592117,0.168236,0.1882618,0.2201888,0.2544497,0.283469,0.3029935,0.3068473,0.317806,0.3400917,0.3522542,0.3564669,0.3385464,0.2889182,0.2475301,0.2260082,0.2197833,0.2248443,0.2216079,0.1965545,0.1712322,0.1670942,0.1918026,0.2231404,0.2171241,0.1928914,0.1889114,0.2074172,0.2360046,0.2558081,0.2665914,0.2508635,0.2103491,0.1771982,0.1584882,0.1463696,0.1348505,0.1231129,0.1202048,0.1422072,0.1586776,0.1408185,0.1321939,0.1218844,0.09974917,0.08363839,0.07620613,0.0756121,0.08675724,0.1071795,0.1312153,0.161904,0.1982818,0.1973471,0.1439095,0.1011273,0.08581242,0.08817247,0.09822328,0.1061913,0.09997389,0.09098418,0.09210091,0.09841961,0.09878988,0.0930374,0.08760932,0.0854422,0.08530495,0.08617318,0.08404286,0.07596014,0.07061351,0.07250899,0.07843394,0.08227292,0.09221861,0.1120481,0.1344763,0.1553429,0.1818531,0.2229988,0.2797035,0.3067361,0.2703587,0.2344455,0.2121553,0.1888238,0.167696,0.1560406,0.1494877,0.1525607,0.1896982,0.2373856,0.2127455,0.1671264,0.1687014,0.243802,0.3276645,0.3632857,0.3258376,0.2257761,0.157365,0.1150044,0.08537984,0.07070509,0.07018462,0.0750112,0.08108912,0.08115415,0.06754223,0.05252369,0.04771988,0.04385707,0.04334648,0.04937863,0.06093256,0.07302497,0.08502917,0.09616857,0.1099962,0.1205214,0.1085973,0.08144706,0.06325556,0.05191975,0.04251973,0.03614469,0.03153298,0.0301046,0.03058293,0.02939103,0.02799359,0.02796882,0.03121233,0.03465364,0.03698737,0.04144271,0.0533378,0.08503844,0.1072047,0.08308455,0.05785901,0.04745469,0.05015733,0.05679811,0.07234598,0.09180792,0.1073572,0.1308915,0.1664957,0.2539026,0.3924237,0.5001596,0.5761367,0.5680307,0.4307329,0.2976812,0.1850615,0.1120801,0.06296742
S4,DOC,opaque,0.04467514,0.0464046,0.05454762,0.0784254,0.1145593,0.1407342,0.1384724,0.1129832,0.08334998,0.0634558,0.05766664,0.06033856,0.05986162,0.06361616,0.07674794,0.09402429,0.1092554,0.1165437,0.1143805,0.1065802,0.1113235,0.1418549,0.1581368,0.1328055,0.1096699,0.1037707,0.1065485,0.1177171,0.1374126,0.1575086,0.1647382,0.1582317,0.1479005,0.1398536,0.1392531,0.1519797,0.1806799,0.2179969,0.2591968,0.2987721,0.3234299,0.3279163,0.3404565,0.3637059,0.3762531,0.3840543,0.3641537,0.30592,0.2576111,0.2324945,0.2257092,0.2331465,0.2286984,0.1978528,0.1725174,0.1710201,0.2004725,0.2361059,0.2258139,0.1981452,0.1964496,0.2215997,0.2554887,0.2788624,0.293312,0.2737346,0.2227885,0.1845932,0.1650813,0.1514982,0.1394476,0.1286972,0.1291585,0.1561579,0.173211,0.1520058,0.1435675,0.131838,0.1081814,0.09137645,0.08462837,0.08619981,0.09850249,0.1201871,0.1486578,0.1849651,0.2255263,0.2212655,0.1582731,0.1119631,0.09782498,0.1010393,0.1120125,0.1196723,0.1110273,0.1009136,0.1016932,0.1084981,0.1088302,0.1014368,0.09353454,0.08731583,0.08281659,0.08041789,0.07541138,0.06346639,0.05380167,0.05173641,0.05425401,0.05536652,0.06391548,0.08434498,0.1084509,0.1310049,0.1601576,0.2076462,0.27503,0.3102992,0.2735075,0.2349583,0.210144,0.1840094,0.160248,0.1463315,0.137607,0.1395142,0.1817522,0.2412189,0.2167355,0.1646085,0.1659682,0.2546646,0.3594596,0.4070875,0.3608079,0.2363968,0.1533249,0.1023163,0.06604386,0.04743521,0.04457702,0.05068379,0.05790191,0.05729866,0.04014598,0.02125083,0.01592581,0.01095015,0.008035292,0.01315186,0.026927,0.04220839,0.05779875,0.07189576,0.08815866,0.1006289,0.08641342,0.05315798,0.02975558,0.01558405,0.00494591,-0.003431683,-0.009498636,-0.01109752,-0.01069904,-0.01035387,-0.009611628,-0.007787596,-0.005123297,0.002037346,0.007447177,0.01289558,0.02780287,0.06824344,0.0947446,0.06535397,0.03816914,0.03113205,0.03536333,0.04417455,0.06382547,0.08701885,0.1058693,0.1349395,0.1758124,0.2739858,0.4306512,0.5559295,0.6438741,0.6299429,0.4681811,0.3133646,0.1838651,0.1003732,0.04623588
S5,DOC,opaque,0.05120678,0.05114426,0.05725862,0.08004478,0.1152082,0.1419085,0.1425421,0.120037,0.08977211,0.0678703,0.06084454,0.06157177,0.06220974,0.06691435,0.07928335,0.09522626,0.111043,0.1199676,0.1154431,0.1059697,0.1105831,0.1353613,0.1489416,0.1291864,0.1090051,0.1033015,0.1067543,0.1190804,0.1383648,0.1582442,0.1653382,0.1578417,0.1450316,0.1353565,0.1367464,0.1510325,0.1785565,0.2158427,0.2562063,0.293561,0.317488,0.321733,0.3330252,0.3556844,0.3681,0.37478,0.3556105,0.3010637,0.2546395,0.2297982,0.2221187,0.2268934,0.2230295,0.1954369,0.1703224,0.167679,0.1945478,0.2270491,0.2181391,0.1928346,0.1918478,0.2154521,0.2470389,0.2679174,0.2813745,0.2630368,0.2163423,0.181063,0.1608887,0.1468796,0.1349214,0.12343,0.1227259,0.147252,0.1632384,0.1438317,0.1367368,0.1267157,0.1045626,0.08821667,0.08114751,0.08279166,0.09481302,0.1151212,0.1412061,0.1751345,0.2133656,0.2109558,0.1529931,0.1086546,0.09463586,0.09871472,0.1093963,0.1176836,0.1112197,0.1018562,0.1016524,0.1069915,0.1069581,0.09981742,0.09243684,0.08764994,0.08466497,0.0823098,0.07763083,0.06690627,0.05780311,0.05549809,0.05861941,0.06081416,0.06952472,0.08922134,0.113555,0.1369227,0.1658716,0.2126184,0.2774582,0.3088923,0.2704169,0.2326221,0.2095862,0.1858838,0.1620817,0.1466952,0.1381316,0.1405271,0.1814051,0.2399621,0.2152967,0.1625321,0.1631293,0.2434236,0.3351713,0.3750716,0.3359455,0.2270975,0.1512368,0.1047781,0.07161894,0.05320535,0.04930821,0.05341038,0.0598458,0.06051156,0.04597619,0.02712725,0.02016466,0.01352572,0.01165517,0.01741676,0.0301811,0.0443446,0.05825475,0.07188997,0.0882541,0.1006219,0.08708582,0.05553258,0.03286331,0.01835531,0.006980887,-0.001673289,-0.007469513,-0.01003406,-0.0103207,-0.009008146,-0.008398007,-0.008002796,-0.006117326,0.000416861,0.005286038,0.0112737,0.02461209,0.06024065,0.0854825,0.05941628,0.03389463,0.02519173,0.02968756,0.03926251,0.06024244,0.08421065,0.1021083,0.1302085,0.1719979,0.2710118,0.426797,0.5511386,0.6416861,0.6323051,0.4691718,0.3122911,0.1813337,0.0976928,0.04418647
S6,DOC,fluo,0.3919404,0.4352947,0.4885042,0.5446688,0.585776,0.6041178,0.6195,0.6267273,0.6130937,0.598501,0.5962043,0.5908623,0.5737796,0.5495311,0.5254985,0.5057293,0.4897527,0.4666925,0.4370362,0.4079235,0.391968,0.3919981,0.4016455,0.4032031,0.3852189,0.3637618,0.355449,0.3575833,0.3653879,0.3747905,0.3825301,0.386633,0.3919066,0.3989334,0.4011255,0.4074148,0.4511658,0.5491979,0.6795776,0.8035354,0.8783651,0.8605584,0.7603801,0.628068,0.5202395,0.4564508,0.4281204,0.415069,0.4021346,0.3906366,0.3867514,0.3854168,0.3779386,0.363218,0.3481953,0.3318732,0.3133961,0.2957157,0.2866458,0.2826552,0.2800138,0.2770187,0.2742431,0.273168,0.2750712,0.2801951,0.286605,0.2917829,0.2972654,0.3059755,0.3224523,0.3432266,0.3643156,0.3850439,0.4043352,0.4140138,0.4216659,0.4411889,0.4709667,0.4958537,0.5188696,0.550509,0.5870599,0.6212042,0.6502336,0.6636407,0.6590627,0.6401592,0.6201291,0.6050111,0.5996656,0.5995602,0.5939313,0.5756521,0.5491829,0.5224082,0.5017834,0.4848078,0.4663412,0.4448406,0.4259659,0.4144585,0.4042403,0.3887014,0.3733991,0.3602893,0.3538983,0.352693,0.3579583,0.3676698,0.3831098,0.404088,0.4302294,0.4622228,0.4991217,0.5566163,0.6410218,0.6733388,0.5976208,0.561154,0.5726085,0.5853405,0.6015146,0.6208138,0.6366926,0.6553326,0.7176549,0.7916698,0.7419636,0.6483755,0.6117858,0.5773441,0.5573433,0.5354867,0.5101348,0.4892252,0.4849773,0.4944223,0.5250078,0.5727635,0.6550214,0.6879405,0.7072825,0.7073717,0.6998281,0.6752724,0.6551861,0.6232464,0.6023536,0.5867417,0.5784125,0.5544382,0.5255404,0.5041172,0.5019985,0.4817477,0.419409,0.3393522,0.2837765,0.2455418,0.2224545,0.205644,0.1901993,0.1792383,0.1708969,0.1628591,0.1591067,0.1545819,0.1518323,0.1495604,0.1480506,0.1465836,0.1464012,0.1443806,0.1449378,0.1465717,0.1496838,0.1557634,0.1614119,0.165829,0.1768051,0.1931822,0.2092516,0.2259947,0.2464555,0.3018282,0.4094205,0.5156925,0.6073999,0.613469,0.481038,0.3537477,0.2570794,0.1985139,0.1612693
S7,DOC,fluo,0.2799892,0.3090488,0.3457783,0.3844349,0.4149124,0.4329273,0.4478115,0.4532643,0.4447378,0.438279,0.4371989,0.4335728,0.4224634,0.4003331,0.3803402,0.370939,0.3630653,0.3432942,0.3162979,0.2949318,0.2843303,0.2846986,0.2952223,0.2986955,0.2856868,0.2672346,0.2587716,0.2604781,0.268789,0.2777366,0.2850829,0.2882794,0.2895325,0.2921168,0.2940456,0.3011634,0.3350068,0.4048631,0.5029187,0.6040521,0.6650165,0.6488527,0.5713192,0.4692386,0.3816275,0.3320302,0.3115501,0.3000892,0.289926,0.2827284,0.2788123,0.2779603,0.2741092,0.2620194,0.2489984,0.2341788,0.2193065,0.2076404,0.2014576,0.1991488,0.1976125,0.194553,0.1918343,0.1926745,0.1964692,0.1997687,0.2049154,0.2104027,0.2157162,0.2232557,0.2361515,0.2520225,0.2684004,0.284894,0.3008836,0.3089866,0.3150144,0.3291807,0.3522468,0.3715862,0.3886156,0.4127602,0.4416039,0.4675679,0.4883602,0.4966645,0.494007,0.4815442,0.4626622,0.4496045,0.447078,0.4456738,0.4414337,0.4311202,0.4112378,0.3903642,0.3744774,0.3610349,0.3476808,0.3315349,0.3165636,0.3062945,0.2983543,0.2881574,0.2788595,0.2707745,0.2656685,0.2638839,0.2696249,0.2791518,0.291033,0.3069945,0.3265262,0.3495375,0.3758712,0.4162193,0.4752707,0.4994062,0.4510332,0.4249763,0.4305516,0.4399329,0.4531602,0.4651585,0.4742098,0.4867275,0.5347089,0.590853,0.5535742,0.4814335,0.4541296,0.4307185,0.4157455,0.4002521,0.3827103,0.3685448,0.3664315,0.3740391,0.3947966,0.4249389,0.4871212,0.5168857,0.5339536,0.5363832,0.5243683,0.5035263,0.4924646,0.4689523,0.4518445,0.43913,0.4328471,0.4153973,0.3929617,0.3766913,0.3723969,0.3563721,0.3116097,0.2516904,0.2084994,0.1775147,0.1577471,0.145753,0.1358489,0.1275486,0.1202201,0.1127311,0.1090285,0.1042124,0.1014804,0.1004583,0.09998453,0.09823894,0.09753206,0.09615889,0.09546281,0.09616327,0.09845673,0.1014797,0.1052588,0.1090496,0.1177434,0.131731,0.1452668,0.1577867,0.1734737,0.2157733,0.2951529,0.3735769,0.4386409,0.4385921,0.3400275,0.247327,0.1781165,0.1363835,0.1097046
S8,DOC,fluo,0.5406791,0.5876438,0.6438507,0.7086912,0.7668241,0.7889442,0.794512,0.7969664,0.7846868,0.7711308,0.7676434,0.7665222,0.7506534,0.7179953,0.6861997,0.6701443,0.6556705,0.6205869,0.5845088,0.5550438,0.5391839,0.543151,0.5548581,0.5540817,0.5304015,0.5069541,0.5002828,0.5047017,0.5162184,0.529992,0.5411866,0.5455573,0.5505572,0.5557046,0.558864,0.569828,0.6193413,0.7246522,0.8639952,0.9843814,1.049274,1.02614,0.9261849,0.7946507,0.6809338,0.6095775,0.5780393,0.5632198,0.5505618,0.5373879,0.5309976,0.5294823,0.5244129,0.5091431,0.4892656,0.4674192,0.4491023,0.4321982,0.4207675,0.4159483,0.4129071,0.40951,0.4062791,0.4078881,0.4120456,0.4148834,0.4215236,0.4292846,0.4368424,0.4488488,0.4670231,0.4889204,0.5147169,0.5418441,0.5646222,0.5733904,0.5826095,0.6056533,0.6391325,0.6666839,0.6903901,0.7197371,0.7562554,0.7945907,0.8268123,0.8406107,0.8354887,0.8157616,0.7964503,0.7832109,0.7735121,0.7692463,0.7659715,0.7469119,0.7184412,0.6903819,0.6655791,0.6457772,0.6294474,0.6057258,0.5807104,0.5645639,0.552597,0.5368965,0.5235846,0.5131264,0.5092117,0.5069781,0.5112311,0.5247809,0.5422418,0.5653035,0.5965458,0.6358395,0.6778964,0.7365164,0.8222462,0.8537021,0.7774197,0.7401249,0.7476822,0.7590668,0.7774288,0.7969457,0.8167171,0.8400297,0.9021664,0.9691172,0.9145249,0.8140106,0.7772639,0.7473894,0.7251863,0.703916,0.6780202,0.6531479,0.6493749,0.6597168,0.6908761,0.7374246,0.832137,0.8678586,0.8822042,0.8751982,0.8624205,0.8395784,0.8220481,0.789125,0.7693753,0.7551928,0.7449205,0.7187859,0.68737,0.6639007,0.6621139,0.6395551,0.5680624,0.4772354,0.4135018,0.3669899,0.3391805,0.3210382,0.3036119,0.2916121,0.2814618,0.2698192,0.2641827,0.2584211,0.2558669,0.2522812,0.2504784,0.2500364,0.2500657,0.2493752,0.2500072,0.2523584,0.2578642,0.2644264,0.2697487,0.2761135,0.2927812,0.3172234,0.3379351,0.358453,0.3837174,0.4506436,0.5725205,0.6882861,0.7813256,0.7754206,0.6257856,0.4858362,0.37549,0.3084246,0.2682252
S9,DOC,fluo,0.4030972,0.4486118,0.4999091,0.5537514,0.6008126,0.6277321,0.6429884,0.6452132,0.6324561,0.6178839,0.6124646,0.6090766,0.59284,0.5602345,0.5302311,0.5152493,0.5017987,0.4732264,0.4385431,0.4080797,0.3905075,0.3928062,0.4074858,0.4103887,0.3913198,0.3679098,0.3597864,0.3644274,0.3745001,0.3840174,0.3918785,0.3930734,0.3942456,0.3996541,0.4023347,0.4127744,0.4584846,0.5527006,0.6924796,0.8331298,0.9126527,0.8978978,0.7992295,0.6674923,0.553656,0.4802065,0.4475051,0.4320322,0.4162501,0.4022196,0.3961038,0.3902528,0.3823209,0.3702432,0.3546996,0.3352788,0.315028,0.2983921,0.2901623,0.2879413,0.2852865,0.2813384,0.2784358,0.2760715,0.2775475,0.2823903,0.2878782,0.2912079,0.2951142,0.302392,0.3161563,0.3341559,0.3524658,0.3721114,0.3914076,0.4018278,0.411037,0.4313377,0.4605274,0.4846828,0.5076091,0.5380583,0.5764956,0.6113316,0.6409603,0.6565426,0.653928,0.6348698,0.6136585,0.598054,0.5912693,0.5914327,0.5876828,0.5707185,0.5438405,0.5162034,0.4957063,0.4799886,0.4630786,0.4412871,0.4202375,0.4071504,0.3966172,0.3806112,0.3643967,0.3518195,0.3450771,0.3432726,0.3488364,0.3587136,0.376154,0.400041,0.4286391,0.4643975,0.505564,0.5685647,0.659404,0.6931337,0.6093068,0.5660995,0.5720793,0.5809171,0.5925791,0.6091911,0.6275871,0.6505067,0.7213627,0.8038521,0.74332,0.6357896,0.597867,0.5637974,0.5419164,0.5229999,0.5032823,0.4811077,0.4737036,0.4801207,0.5066709,0.5518954,0.6369812,0.6723159,0.6941496,0.6996496,0.6885272,0.6594173,0.6430961,0.6100983,0.5870364,0.5746562,0.5707868,0.5493093,0.5193164,0.4996405,0.5011638,0.4852438,0.4195614,0.3345685,0.2786113,0.2406453,0.2159964,0.1986086,0.1833951,0.1725117,0.1625155,0.1539101,0.1500023,0.1449862,0.1421075,0.1372275,0.136016,0.135595,0.1347343,0.1328902,0.1343438,0.1351682,0.1379267,0.1440774,0.1488734,0.1531259,0.1644982,0.1849353,0.2050762,0.2254243,0.2492843,0.3130054,0.4390386,0.5626563,0.6663288,0.6698765,0.5133079,0.366934,0.2571816,0.1919674,0.1508197
